product_name,product_category,product_price,product_quantity,product_brand,product_color,product_weight,product_dimensions,product_release_date,Product ID
justo,home decor,485.06,617,Apple,Red,61.27,error: Field 'length' not found,8/12/2020,590
vivamus vel,home decor,918.78,531,Nike,Yellow,37.21,error: Field 'length' not found,8/29/2017,591
proin eu,electronics,796.67,898,Nike,Puce,48.03,error: Field 'length' not found,10/9/2012,592
tempor turpis,clothing,22.83,501,Apple,Teal,49.98,error: Field 'length' not found,6/16/2022,593
tempus,electronics,475.94,856,Nike,Goldenrod,37.96,error: Field 'length' not found,4/27/2022,594
vestibulum ante,books,169.56,630,Nike,Blue,27.4,error: Field 'length' not found,4/30/2011,595
nec nisi,health,717.02,732,Apple,Maroon,7.27,error: Field 'length' not found,8/1/2016,596
a ipsum,sports,814.74,435,Apple,Red,7.02,error: Field 'length' not found,1/13/2019,597
maecenas,electronics,404.34,795,Nike,Fuscia,20.23,error: Field 'length' not found,3/10/2019,598
suscipit,food,668.24,567,Apple,Puce,63.66,error: Field 'length' not found,1/9/2015,599
ipsum primis,health,557.29,793,Samsung,Green,66.81,error: Field 'length' not found,5/24/2020,600
dictumst,food,185.3,999,Nike,Purple,26.93,error: Field 'length' not found,1/2/2017,601
vestibulum,beauty,353.96,772,Apple,Pink,48.72,error: Field 'length' not found,1/19/2019,602
ultrices,food,789.79,158,Samsung,Teal,91.79,error: Field 'length' not found,1/9/2022,603
rutrum at,automotive,897.1,882,Nike,Yellow,41.73,error: Field 'length' not found,5/28/2015,604
pretium iaculis,home decor,839.44,766,Nike,Maroon,9.81,error: Field 'length' not found,9/12/2010,605
in hac,beauty,647.25,101,Apple,Aquamarine,71.59,error: Field 'length' not found,3/4/2014,606
maecenas,home decor,413.49,118,Nike,Blue,79.62,error: Field 'length' not found,9/14/2012,607
vel enim,health,502.93,654,Nike,Maroon,59.28,error: Field 'length' not found,4/8/2021,608
vel,electronics,499.2,136,Nike,Blue,36.99,error: Field 'length' not found,12/13/2013,609
at lorem,toys,263.65,159,Apple,Turquoise,84.45,error: Field 'length' not found,12/13/2013,610
sapien varius,pets,648.61,701,Nike,Indigo,55.03,error: Field 'length' not found,10/19/2017,611
sapien,sports,359.88,144,Samsung,Crimson,13.54,error: Field 'length' not found,10/9/2011,612
rhoncus aliquam,electronics,269.76,429,Nike,Teal,93.9,error: Field 'length' not found,9/22/2017,613
a suscipit,pets,41.48,297,Nike,Red,6.47,error: Field 'length' not found,12/12/2019,614
magna,toys,216.36,634,Apple,Khaki,42.89,error: Field 'length' not found,11/15/2020,615
tellus,automotive,726.33,159,Nike,Yellow,18.46,error: Field 'length' not found,5/13/2012,616
tristique,automotive,386.45,79,Apple,Yellow,50.26,error: Field 'length' not found,2/5/2018,617
ut erat,automotive,449.51,219,Nike,Puce,19.12,error: Field 'length' not found,4/20/2018,618
duis aliquam,automotive,364.34,307,Nike,Turquoise,59.38,error: Field 'length' not found,1/11/2017,619
adipiscing,books,122.31,701,Nike,Crimson,25.76,error: Field 'length' not found,10/29/2022,620
cubilia curae,pets,955.39,830,Samsung,Pink,24.41,error: Field 'length' not found,12/25/2019,621
tristique tortor,books,96.48,776,Nike,Fuscia,94.1,error: Field 'length' not found,11/11/2016,622
dolor quis,food,30.06,474,Apple,Maroon,19.9,error: Field 'length' not found,7/22/2022,623
tellus,electronics,200.17,263,Nike,Puce,17.83,error: Field 'length' not found,9/7/2014,624
sit,books,935.9,389,Apple,Fuscia,64.82,error: Field 'length' not found,9/26/2022,625
dolor morbi,toys,554.23,998,Samsung,Indigo,69.54,error: Field 'length' not found,12/5/2010,626
eget eleifend,health,577.07,563,Samsung,Orange,18.81,error: Field 'length' not found,2/28/2022,627
ac,electronics,988.37,126,Apple,Crimson,60.07,error: Field 'length' not found,8/4/2020,628
vestibulum rutrum,home decor,547.19,295,Apple,Red,38.46,error: Field 'length' not found,3/9/2018,629
dolor,toys,239.21,421,Samsung,Pink,69.52,error: Field 'length' not found,11/24/2019,630
faucibus,sports,742.85,517,Apple,Turquoise,82.03,error: Field 'length' not found,1/18/2018,631
ac tellus,pets,909.95,310,Nike,Purple,83.59,error: Field 'length' not found,1/1/2010,632
nullam,food,202.49,749,Apple,Red,49.09,error: Field 'length' not found,7/22/2019,633
eget vulputate,beauty,940.61,902,Samsung,Turquoise,54.81,error: Field 'length' not found,3/23/2015,634
curae,pets,438.46,338,Apple,Turquoise,22.09,error: Field 'length' not found,9/14/2013,635
sapien arcu,home decor,892.9,878,Apple,Mauv,11.97,error: Field 'length' not found,12/16/2022,636
luctus,toys,384.58,782,Samsung,Khaki,83.54,error: Field 'length' not found,6/30/2014,637
tellus,home decor,511.01,828,Samsung,Red,16.45,error: Field 'length' not found,8/26/2013,638
mauris viverra,beauty,884.54,77,Samsung,Orange,13.78,error: Field 'length' not found,11/6/2011,639
velit eu,pets,407.19,29,Apple,Indigo,50.34,error: Field 'length' not found,6/28/2021,640
turpis,pets,955.75,305,Nike,Maroon,90.72,error: Field 'length' not found,1/16/2013,641
eget,home decor,631.82,616,Apple,Aquamarine,32.06,error: Field 'length' not found,3/24/2017,642
justo eu,clothing,181.15,884,Apple,Orange,18.77,error: Field 'length' not found,12/16/2020,643
tellus in,electronics,132.82,656,Nike,Red,72.26,error: Field 'length' not found,1/28/2015,644
augue,sports,808.59,67,Apple,Purple,67.99,error: Field 'length' not found,12/16/2010,645
mi integer,sports,889.84,892,Samsung,Fuscia,82.37,error: Field 'length' not found,4/30/2015,646
diam,beauty,390.16,184,Apple,Puce,31.67,error: Field 'length' not found,1/21/2016,647
et,toys,523.14,308,Samsung,Crimson,27.37,error: Field 'length' not found,10/7/2015,648
mattis egestas,toys,331.57,616,Nike,Turquoise,78.76,error: Field 'length' not found,12/1/2022,649
ultrices enim,food,188.85,982,Samsung,Aquamarine,29.2,error: Field 'length' not found,2/22/2021,650
ultrices posuere,toys,391.27,14,Samsung,Fuscia,29.6,error: Field 'length' not found,12/21/2010,651
dapibus dolor,pets,550,861,Apple,Violet,99.02,error: Field 'length' not found,3/27/2019,652
vulputate,pets,372.27,357,Samsung,Blue,62.51,error: Field 'length' not found,1/9/2014,653
id,home decor,628.58,517,Nike,Orange,30.74,error: Field 'length' not found,11/29/2021,654
proin risus,books,431.35,17,Nike,Khaki,52.02,error: Field 'length' not found,1/27/2012,655
massa tempor,automotive,371.55,948,Apple,Red,34.69,error: Field 'length' not found,9/21/2010,656
amet,automotive,19.44,383,Apple,Yellow,84.54,error: Field 'length' not found,9/18/2012,657
velit,electronics,606.74,614,Samsung,Yellow,44.75,error: Field 'length' not found,10/23/2015,658
a pede,pets,754.05,83,Apple,Teal,14.32,error: Field 'length' not found,8/23/2017,659
nullam,clothing,455.24,965,Samsung,Orange,20.87,error: Field 'length' not found,1/28/2012,660
purus sit,food,466.59,207,Nike,Violet,7.39,error: Field 'length' not found,10/20/2022,661
dui,food,651.97,701,Nike,Khaki,16.95,error: Field 'length' not found,8/22/2018,662
curae,clothing,609.7,945,Nike,Blue,59.69,error: Field 'length' not found,4/27/2013,663
felis,sports,774.7,992,Apple,Maroon,26.71,error: Field 'length' not found,10/3/2020,664
hac,toys,978.76,625,Apple,Puce,47.15,error: Field 'length' not found,2/2/2012,665
parturient montes,sports,195.9,699,Nike,Green,83.47,error: Field 'length' not found,8/3/2018,666
suscipit nulla,sports,242.84,273,Nike,Goldenrod,34.79,error: Field 'length' not found,11/19/2010,667
pede,home decor,311.5,303,Samsung,Aquamarine,52.43,error: Field 'length' not found,12/4/2013,668
vitae mattis,pets,791.63,112,Samsung,Maroon,47.7,error: Field 'length' not found,3/18/2011,669
augue luctus,automotive,656.8,378,Apple,Violet,78.56,error: Field 'length' not found,11/29/2019,670
id,clothing,639.69,749,Apple,Turquoise,38.83,error: Field 'length' not found,5/22/2019,671
sodales,clothing,937.04,654,Nike,Purple,41.4,error: Field 'length' not found,8/6/2018,672
at,automotive,665.34,111,Samsung,Khaki,7.06,error: Field 'length' not found,8/7/2018,673
odio,home decor,726.73,88,Apple,Aquamarine,70.55,error: Field 'length' not found,3/12/2011,674
nulla,food,888.51,703,Samsung,Teal,69.55,error: Field 'length' not found,2/19/2011,675
sed,home decor,294.7,825,Apple,Maroon,33.89,error: Field 'length' not found,7/26/2022,676
lobortis ligula,toys,9.49,865,Nike,Indigo,69.1,error: Field 'length' not found,7/16/2022,677
elit,books,226.89,969,Nike,Teal,82.37,error: Field 'length' not found,1/17/2017,678
primis,home decor,229.68,368,Apple,Purple,39.13,error: Field 'length' not found,9/8/2010,679
libero,food,240.95,177,Apple,Crimson,73.47,error: Field 'length' not found,1/8/2014,680
nulla,health,26.88,331,Apple,Violet,55.82,error: Field 'length' not found,7/7/2013,681
turpis enim,beauty,278.67,466,Samsung,Violet,21.01,error: Field 'length' not found,4/24/2014,682
metus aenean,pets,891.19,113,Apple,Indigo,65.48,error: Field 'length' not found,5/26/2016,683
id,health,739.04,609,Samsung,Teal,50.87,error: Field 'length' not found,7/21/2011,684
eros viverra,clothing,865.63,304,Samsung,Fuscia,92.85,error: Field 'length' not found,11/13/2020,685
adipiscing elit,books,424.35,133,Apple,Puce,20.96,error: Field 'length' not found,2/21/2018,686
mi pede,health,495.48,76,Apple,Goldenrod,25.65,error: Field 'length' not found,10/14/2018,687
mi nulla,electronics,859.7,112,Apple,Khaki,12.96,error: Field 'length' not found,9/21/2022,688
at feugiat,home decor,466.22,738,Samsung,Indigo,87.84,error: Field 'length' not found,7/31/2022,689
quam,sports,656.19,481,Nike,Purple,19.18,error: Field 'length' not found,7/3/2011,690
praesent blandit,electronics,601.76,682,Samsung,Blue,77.58,error: Field 'length' not found,2/17/2021,691
posuere,electronics,140.42,254,Nike,Crimson,9.93,error: Field 'length' not found,1/30/2019,692
eu mi,automotive,994.42,620,Samsung,Puce,71.15,error: Field 'length' not found,1/30/2016,693
eget,beauty,837.63,558,Samsung,Aquamarine,86.22,error: Field 'length' not found,2/27/2010,694
metus,pets,438.23,855,Nike,Mauv,43.69,error: Field 'length' not found,10/15/2011,695
nunc purus,clothing,890.9,889,Samsung,Violet,83.97,error: Field 'length' not found,4/24/2010,696
lacus curabitur,sports,373.65,324,Samsung,Mauv,65.12,error: Field 'length' not found,6/6/2020,697
in ante,home decor,617.05,113,Samsung,Indigo,10.35,error: Field 'length' not found,7/28/2014,698
sociis,books,43.72,820,Apple,Indigo,60.58,error: Field 'length' not found,9/17/2013,699
curae donec,electronics,202.41,373,Samsung,Yellow,99.76,error: Field 'length' not found,7/6/2014,700
convallis,electronics,799.87,853,Samsung,Violet,19.94,error: Field 'length' not found,7/12/2012,701
ultrices,electronics,250.09,633,Nike,Green,36.34,error: Field 'length' not found,4/20/2013,702
proin,pets,597.81,358,Samsung,Turquoise,49.09,error: Field 'length' not found,1/14/2021,703
sed augue,home decor,135.9,826,Apple,Teal,18.63,error: Field 'length' not found,3/28/2012,704
commodo vulputate,beauty,872.84,264,Samsung,Blue,47.01,error: Field 'length' not found,2/20/2021,705
amet,beauty,597.73,722,Samsung,Khaki,95.24,error: Field 'length' not found,9/5/2014,706
massa,pets,503.66,221,Nike,Pink,38.29,error: Field 'length' not found,1/4/2010,707
eu orci,clothing,597.32,574,Samsung,Purple,92.32,error: Field 'length' not found,4/1/2013,708
vestibulum ante,food,104.66,899,Nike,Orange,72.4,error: Field 'length' not found,4/13/2020,709
amet nunc,toys,691.58,367,Nike,Mauv,69.16,error: Field 'length' not found,6/13/2022,710
massa,home decor,948.48,739,Samsung,Fuscia,90.83,error: Field 'length' not found,1/11/2021,711
nunc,health,492.13,836,Apple,Purple,56.09,error: Field 'length' not found,10/6/2010,712
ut volutpat,pets,391.99,587,Samsung,Crimson,17.96,error: Field 'length' not found,3/18/2013,713
viverra,beauty,840.96,961,Nike,Blue,19.31,error: Field 'length' not found,12/28/2014,714
mattis,pets,489.45,763,Apple,Mauv,88.33,error: Field 'length' not found,6/27/2021,715
iaculis,beauty,800.39,113,Apple,Turquoise,63.98,error: Field 'length' not found,8/6/2018,716
potenti in,health,186.92,972,Samsung,Puce,3.37,error: Field 'length' not found,7/17/2012,717
eros,sports,396.8,526,Samsung,Turquoise,46.15,error: Field 'length' not found,3/6/2016,718
morbi ut,toys,607.6,200,Nike,Goldenrod,39.97,error: Field 'length' not found,9/15/2014,719
elit,sports,170.91,645,Apple,Goldenrod,88.29,error: Field 'length' not found,11/17/2018,720
dapibus nulla,books,307.45,669,Nike,Orange,91.48,error: Field 'length' not found,3/9/2017,721
viverra,books,839.1,776,Apple,Aquamarine,7.51,error: Field 'length' not found,6/8/2018,722
et,home decor,824.25,606,Nike,Khaki,24.41,error: Field 'length' not found,1/12/2022,723
luctus ultricies,toys,27.75,592,Samsung,Yellow,84.1,error: Field 'length' not found,1/7/2021,724
morbi sem,food,472.07,425,Nike,Purple,26.98,error: Field 'length' not found,6/13/2014,725
dictumst,books,377.3,240,Samsung,Green,1.25,error: Field 'length' not found,8/10/2022,726
orci pede,health,37.19,74,Samsung,Orange,43.27,error: Field 'length' not found,10/24/2016,727
molestie,sports,710.13,928,Nike,Khaki,6.82,error: Field 'length' not found,10/11/2014,728
praesent lectus,toys,993.76,147,Apple,Puce,69.99,error: Field 'length' not found,11/1/2021,729
consequat in,automotive,686.59,388,Apple,Turquoise,48.96,error: Field 'length' not found,10/24/2011,730
velit donec,books,355.6,67,Apple,Aquamarine,29.59,error: Field 'length' not found,9/22/2017,731
enim in,health,637.4,900,Nike,Fuscia,78.74,error: Field 'length' not found,11/16/2018,732
id,electronics,333.98,538,Apple,Indigo,34.86,error: Field 'length' not found,5/5/2012,733
vestibulum,electronics,622.56,995,Apple,Puce,32.46,error: Field 'length' not found,3/15/2010,734
lorem integer,automotive,123.27,584,Apple,Aquamarine,33.41,error: Field 'length' not found,1/5/2018,735
elementum pellentesque,beauty,250.14,252,Apple,Goldenrod,81.18,error: Field 'length' not found,3/2/2020,736
morbi vestibulum,automotive,386.34,522,Samsung,Turquoise,36.66,error: Field 'length' not found,11/24/2021,737
nulla sed,electronics,404.27,568,Apple,Aquamarine,20.2,error: Field 'length' not found,4/20/2020,738
nulla tempus,sports,993.22,157,Samsung,Aquamarine,78.75,error: Field 'length' not found,11/18/2021,739
condimentum,books,393.46,920,Nike,Crimson,9.18,error: Field 'length' not found,12/24/2019,740
at,home decor,723.3,798,Nike,Turquoise,11.28,error: Field 'length' not found,1/30/2018,741
tortor,home decor,471.26,511,Nike,Violet,31.83,error: Field 'length' not found,11/15/2017,742
nulla sed,electronics,242.58,146,Nike,Puce,15.38,error: Field 'length' not found,6/3/2021,743
mattis,pets,523.64,346,Samsung,Maroon,8.16,error: Field 'length' not found,10/5/2018,744
ut ultrices,clothing,632.03,698,Apple,Crimson,62.16,error: Field 'length' not found,7/3/2011,745
blandit nam,beauty,489.2,191,Nike,Orange,4.32,error: Field 'length' not found,12/13/2020,746
odio cras,pets,711.98,122,Nike,Maroon,40.3,error: Field 'length' not found,8/16/2021,747
suscipit nulla,automotive,871.68,386,Nike,Red,99.12,error: Field 'length' not found,8/20/2019,748
nisl,automotive,6.42,148,Samsung,Teal,86.74,error: Field 'length' not found,9/7/2021,749
mauris,books,293.6,460,Samsung,Fuscia,1.58,error: Field 'length' not found,6/22/2017,750
rhoncus,food,26.45,198,Apple,Indigo,13.01,error: Field 'length' not found,11/15/2020,751
non quam,home decor,424.64,301,Nike,Maroon,42.79,error: Field 'length' not found,4/4/2022,752
luctus,beauty,319.82,976,Samsung,Goldenrod,69.06,error: Field 'length' not found,11/23/2019,753
bibendum,pets,499.95,841,Nike,Teal,77.15,error: Field 'length' not found,1/26/2020,754
pellentesque viverra,sports,306.75,950,Samsung,Maroon,44.37,error: Field 'length' not found,12/12/2016,755
eu,beauty,57.92,391,Samsung,Green,40.66,error: Field 'length' not found,12/14/2021,756
suspendisse potenti,electronics,484.78,301,Nike,Violet,86.4,error: Field 'length' not found,1/1/2010,757
eget congue,food,67.39,335,Nike,Crimson,16.41,error: Field 'length' not found,2/13/2014,758
ante ipsum,automotive,916.72,545,Samsung,Violet,23.38,error: Field 'length' not found,11/26/2015,759
est,automotive,966.29,903,Apple,Aquamarine,47.92,error: Field 'length' not found,2/17/2022,760
purus,books,239.04,28,Apple,Purple,86.66,error: Field 'length' not found,10/24/2018,761
congue,clothing,680.4,768,Samsung,Puce,16.19,error: Field 'length' not found,3/9/2017,762
ante,toys,9.91,869,Nike,Goldenrod,82.41,error: Field 'length' not found,5/2/2012,763
in,sports,449.67,757,Nike,Green,78.97,error: Field 'length' not found,10/9/2016,764
faucibus accumsan,sports,965.1,796,Apple,Puce,35.46,error: Field 'length' not found,1/20/2011,765
ante,beauty,897.27,971,Nike,Pink,92.28,error: Field 'length' not found,7/4/2021,766
luctus,food,749.06,761,Samsung,Green,2.59,error: Field 'length' not found,3/24/2018,767
lobortis convallis,clothing,232.46,409,Apple,Green,54.09,error: Field 'length' not found,12/27/2021,768
nisl ut,toys,506.68,455,Nike,Puce,13.33,error: Field 'length' not found,11/26/2010,769
lobortis vel,sports,833.47,856,Apple,Aquamarine,46.45,error: Field 'length' not found,12/30/2019,770
eu,electronics,694.55,629,Samsung,Purple,87.19,error: Field 'length' not found,5/29/2010,771
erat volutpat,electronics,943.83,966,Nike,Indigo,60.9,error: Field 'length' not found,7/16/2010,772
congue,sports,748.59,879,Apple,Pink,80.61,error: Field 'length' not found,3/29/2022,773
lectus,electronics,878.09,745,Apple,Orange,82.75,error: Field 'length' not found,8/13/2018,774
eleifend luctus,clothing,365.67,760,Nike,Khaki,13.1,error: Field 'length' not found,11/27/2017,775
in lectus,food,168.22,296,Samsung,Violet,35.04,error: Field 'length' not found,7/9/2016,776
in,pets,591.69,104,Nike,Pink,75.75,error: Field 'length' not found,1/14/2018,777
leo rhoncus,home decor,752.53,237,Nike,Violet,62.63,error: Field 'length' not found,3/4/2011,778
erat,books,971.6,919,Samsung,Blue,26.5,error: Field 'length' not found,4/8/2010,779
lorem,automotive,446.25,767,Samsung,Orange,24.35,error: Field 'length' not found,9/10/2018,780
magnis dis,books,683.39,97,Apple,Purple,45.07,error: Field 'length' not found,10/11/2011,781
vitae,health,998.17,979,Samsung,Yellow,59.91,error: Field 'length' not found,5/8/2016,782
vitae nisi,home decor,532.48,199,Nike,Crimson,47.39,error: Field 'length' not found,10/12/2016,783
at ipsum,electronics,722.76,196,Samsung,Aquamarine,51.9,error: Field 'length' not found,6/10/2016,784
diam id,sports,628.95,403,Nike,Blue,79.15,error: Field 'length' not found,8/7/2011,785
a,clothing,948.38,186,Apple,Mauv,30.33,error: Field 'length' not found,10/4/2010,786
eros,beauty,469.48,746,Samsung,Aquamarine,62.83,error: Field 'length' not found,5/4/2013,787
adipiscing molestie,health,999.58,58,Nike,Orange,94.3,error: Field 'length' not found,11/28/2016,788
ut,automotive,879.56,251,Nike,Mauv,93.94,error: Field 'length' not found,10/5/2012,789
curabitur in,beauty,581.08,402,Nike,Pink,47.05,error: Field 'length' not found,9/13/2017,790
justo,beauty,100.94,235,Samsung,Turquoise,31.16,error: Field 'length' not found,10/11/2018,791
ligula suspendisse,pets,499.54,869,Apple,Crimson,79.16,error: Field 'length' not found,7/14/2013,792
auctor,toys,526.83,315,Nike,Turquoise,37.21,error: Field 'length' not found,4/1/2015,793
mi,food,375.57,713,Apple,Blue,37.45,error: Field 'length' not found,7/1/2017,794
nulla facilisi,automotive,917.79,828,Samsung,Pink,68.28,error: Field 'length' not found,9/24/2014,795
convallis nunc,electronics,489.44,541,Apple,Fuscia,9.94,error: Field 'length' not found,10/2/2013,796
augue,automotive,228.1,471,Nike,Turquoise,31.93,error: Field 'length' not found,12/1/2021,797
montes nascetur,home decor,133.36,702,Apple,Crimson,95.05,error: Field 'length' not found,8/8/2016,798
consequat lectus,sports,16.82,6,Apple,Aquamarine,50.77,error: Field 'length' not found,12/25/2019,799
sed,electronics,774.29,896,Samsung,Teal,87.08,error: Field 'length' not found,12/16/2013,800
tortor id,sports,253.29,232,Samsung,Indigo,47.83,error: Field 'length' not found,6/13/2010,801
sit,toys,826.59,224,Apple,Mauv,54.15,error: Field 'length' not found,7/25/2019,802
ut massa,books,397.26,968,Nike,Teal,76.02,error: Field 'length' not found,6/24/2018,803
in,electronics,661.93,336,Samsung,Fuscia,36.8,error: Field 'length' not found,5/22/2016,804
convallis,automotive,439.83,440,Apple,Teal,3.48,error: Field 'length' not found,7/23/2010,805
non lectus,health,244.19,989,Samsung,Fuscia,44.02,error: Field 'length' not found,3/7/2014,806
amet consectetuer,electronics,327.95,821,Apple,Maroon,44.17,error: Field 'length' not found,8/31/2017,807
maecenas,beauty,677.85,798,Samsung,Orange,23.46,error: Field 'length' not found,1/14/2012,808
platea,books,260.96,390,Apple,Pink,24.46,error: Field 'length' not found,1/19/2011,809
at,health,913.3,141,Apple,Red,74.88,error: Field 'length' not found,1/16/2020,810
id sapien,books,670.81,17,Apple,Puce,84.44,error: Field 'length' not found,3/6/2013,811
cras,sports,298.33,562,Apple,Turquoise,98.56,error: Field 'length' not found,12/1/2010,812
odio,automotive,210.66,687,Samsung,Purple,65.88,error: Field 'length' not found,1/25/2019,813
mattis egestas,sports,993.54,960,Samsung,Red,96.8,error: Field 'length' not found,3/8/2014,814
luctus,electronics,319.88,278,Samsung,Crimson,74.23,error: Field 'length' not found,6/29/2011,815
luctus tincidunt,health,24.53,429,Apple,Blue,74.61,error: Field 'length' not found,3/3/2020,816
etiam,electronics,948.49,904,Nike,Violet,69.02,error: Field 'length' not found,6/24/2013,817
tempus semper,toys,464.41,379,Samsung,Puce,98.52,error: Field 'length' not found,6/17/2012,818
ipsum dolor,clothing,656.69,583,Apple,Orange,82.48,error: Field 'length' not found,1/15/2022,819
erat curabitur,automotive,292.69,407,Samsung,Red,45.28,error: Field 'length' not found,12/29/2016,820
rutrum nulla,food,438.4,746,Samsung,Fuscia,88.31,error: Field 'length' not found,9/16/2014,821
phasellus in,health,291.04,61,Nike,Puce,5.52,error: Field 'length' not found,6/29/2018,822
id,pets,98.81,240,Nike,Crimson,37.73,error: Field 'length' not found,8/19/2020,823
eget eleifend,sports,172.63,638,Nike,Blue,10.39,error: Field 'length' not found,1/29/2022,824
justo pellentesque,beauty,388.16,648,Apple,Teal,98.9,error: Field 'length' not found,5/22/2010,825
orci,toys,977.46,438,Samsung,Khaki,14.6,error: Field 'length' not found,12/8/2020,826
justo in,books,174.27,634,Apple,Mauv,78.29,error: Field 'length' not found,11/10/2010,827
at velit,beauty,914.87,35,Samsung,Maroon,60.03,error: Field 'length' not found,3/7/2011,828
nibh in,electronics,386.24,944,Apple,Aquamarine,63.47,error: Field 'length' not found,3/9/2013,829
etiam,automotive,714.92,678,Nike,Red,11.79,error: Field 'length' not found,11/20/2022,830
rhoncus sed,clothing,756.44,700,Nike,Violet,36.68,error: Field 'length' not found,3/22/2021,831
maecenas ut,beauty,783.65,186,Apple,Pink,69.12,error: Field 'length' not found,8/3/2018,832
venenatis turpis,pets,752.69,351,Samsung,Red,79.17,error: Field 'length' not found,7/11/2011,833
vitae,health,700.26,980,Apple,Maroon,87.4,error: Field 'length' not found,5/14/2012,834
ut,sports,924.14,239,Samsung,Turquoise,36.74,error: Field 'length' not found,2/26/2016,835
vel,electronics,686.56,476,Apple,Red,75.72,error: Field 'length' not found,10/4/2011,836
massa,beauty,52.75,477,Nike,Blue,22.08,error: Field 'length' not found,6/4/2019,837
in imperdiet,sports,381.86,676,Samsung,Maroon,93.98,error: Field 'length' not found,5/30/2018,838
erat curabitur,beauty,603.64,885,Apple,Indigo,23.16,error: Field 'length' not found,7/2/2021,839
potenti cras,pets,796.95,611,Apple,Orange,64.8,error: Field 'length' not found,1/29/2022,840
libero nullam,food,290.61,538,Nike,Turquoise,76.53,error: Field 'length' not found,7/31/2016,841
curae,food,287.08,171,Nike,Fuscia,66.83,error: Field 'length' not found,3/8/2012,842
dui,clothing,549.31,607,Nike,Indigo,83.19,error: Field 'length' not found,6/11/2019,843
euismod scelerisque,electronics,6.71,599,Nike,Green,47.72,error: Field 'length' not found,2/23/2013,844
maecenas,clothing,255.92,687,Samsung,Khaki,62.43,error: Field 'length' not found,7/20/2015,845
blandit non,clothing,805.08,319,Nike,Goldenrod,84.45,error: Field 'length' not found,9/22/2017,846
vel dapibus,food,116.34,420,Apple,Crimson,96.63,error: Field 'length' not found,8/14/2014,847
enim lorem,home decor,820.49,339,Apple,Violet,36.89,error: Field 'length' not found,9/14/2020,848
sapien dignissim,clothing,452.57,550,Apple,Mauv,25.61,error: Field 'length' not found,10/5/2020,849
aenean fermentum,food,223.54,59,Samsung,Orange,5.64,error: Field 'length' not found,10/21/2014,850
vestibulum,beauty,852.46,937,Samsung,Blue,61.59,error: Field 'length' not found,5/1/2018,851
convallis eget,automotive,579.8,813,Apple,Puce,11.25,error: Field 'length' not found,7/16/2021,852
in est,toys,90.34,139,Apple,Maroon,88.95,error: Field 'length' not found,7/24/2012,853
eu sapien,food,837.71,989,Apple,Blue,23.51,error: Field 'length' not found,3/20/2018,854
porttitor pede,food,571.15,141,Apple,Violet,19.88,error: Field 'length' not found,4/10/2020,855
est,electronics,549.09,546,Samsung,Blue,70.27,error: Field 'length' not found,8/22/2016,856
vel nisl,clothing,718.28,72,Apple,Puce,11.17,error: Field 'length' not found,6/19/2018,857
platea,food,19.31,603,Apple,Crimson,87.01,error: Field 'length' not found,6/16/2011,858
sed tincidunt,electronics,433.23,936,Nike,Fuscia,68.47,error: Field 'length' not found,3/7/2019,859
rutrum,health,739.44,664,Nike,Turquoise,27.39,error: Field 'length' not found,2/25/2017,860
a,health,653.35,570,Samsung,Green,58.53,error: Field 'length' not found,12/11/2011,861
ultrices posuere,health,766.58,88,Nike,Crimson,52.58,error: Field 'length' not found,8/11/2015,862
amet,books,205.31,250,Nike,Goldenrod,45.81,error: Field 'length' not found,7/20/2020,863
condimentum,sports,213.69,135,Samsung,Aquamarine,53.36,error: Field 'length' not found,10/16/2014,864
velit,beauty,138.35,224,Apple,Purple,57.32,error: Field 'length' not found,12/25/2011,865
tempus sit,food,680.4,42,Apple,Mauv,64.06,error: Field 'length' not found,9/18/2019,866
aenean,health,116.2,760,Apple,Mauv,4.01,error: Field 'length' not found,4/6/2018,867
ante ipsum,sports,58.22,604,Samsung,Mauv,12.06,error: Field 'length' not found,5/21/2016,868
dolor vel,automotive,211.07,274,Nike,Indigo,11.95,error: Field 'length' not found,2/18/2012,869
ac,books,293.14,259,Apple,Indigo,54.52,error: Field 'length' not found,1/28/2018,870
in,books,562.95,670,Samsung,Puce,43.33,error: Field 'length' not found,10/4/2020,871
arcu adipiscing,toys,224.85,45,Apple,Yellow,69.43,error: Field 'length' not found,8/29/2012,872
ligula sit,electronics,389.74,741,Nike,Khaki,12.2,error: Field 'length' not found,11/26/2010,873
eget tempus,automotive,205.47,110,Nike,Green,91.62,error: Field 'length' not found,2/4/2015,874
vivamus vel,home decor,967.74,637,Nike,Mauv,20.37,error: Field 'length' not found,6/14/2022,875
libero rutrum,home decor,470.23,888,Apple,Mauv,88.06,error: Field 'length' not found,9/30/2018,876
mauris lacinia,electronics,60,449,Nike,Aquamarine,12.83,error: Field 'length' not found,7/9/2011,877
elit proin,pets,551.6,527,Samsung,Red,59.29,error: Field 'length' not found,5/29/2012,878
enim leo,sports,25.03,380,Samsung,Red,68.88,error: Field 'length' not found,4/30/2018,879
aliquet,sports,330.61,301,Samsung,Orange,24.76,error: Field 'length' not found,1/18/2022,880
nulla,electronics,760.84,72,Apple,Turquoise,13.96,error: Field 'length' not found,3/5/2014,881
nisi volutpat,food,376.81,271,Apple,Orange,64.64,error: Field 'length' not found,3/12/2012,882
metus arcu,health,67.7,947,Apple,Red,56.31,error: Field 'length' not found,7/18/2016,883
